"ID","SKU","Name","Slug","Permalink","Type","Current price (R)","Regular price (R)","Sale price (R)","On sale","In stock","Low stock remaining","Categories","Category slugs","Image URLs","Short description","Description (text)"
"2815","AC-19418859","AC Delco Chevrolet Starter Motor","ac-delco-chevrolet-starter-motor","https://allamericanmuscle.co.za/product/ac-delco-chevrolet-starter-motor/","simple","11450.00","11450.00","11450.00","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/ADO-19418859.webp","Genuine AC Delco starter motor for Chevrolet vehicles, ensuring reliable and powerful engine starting.","Ensure reliable engine starting for your Chevrolet vehicle with this genuine AC Delco Starter Motor. As a trusted original equipment manufacturer (OEM), AC Delco provides high-quality and dependable parts designed specifically for Chevrolet applications. This starter motor is engineered to deliver consistent and powerful cranking performance, ensuring your engine starts smoothly every time. Whether you are performing routine maintenance or replacing a faulty starter in Pretoria, Gauteng, or anywhere in South Africa, choosing a genuine AC Delco part ensures optimal compatibility and longevity for your Chevrolet. Don’t risk unreliable aftermarket options; invest in the quality and performance of AC Delco. Key Features: Brand: AC Delco: A trusted OEM supplier for General Motors vehicles. Application: Specifically designed for various Chevrolet models. Reliable Performance: Delivers consistent and powerful engine cranking. Genuine OEM Part: Ensures optimal fit, function, and durability. Direct Replacement: Designed to replace your original starter motor directly. High-Quality Construction: Built to withstand the demands of daily use. Essential for Starting: A crucial component for reliable vehicle operation. Available in South Africa: We supply genuine AC Delco parts to Pretoria, Gauteng, and nationwide. Expert Advice Available: Our team can assist with compatibility and installation queries. Why Choose a Genuine AC Delco Chevrolet Starter Motor in South Africa? When it comes to "
"2816","BRG-114925","Borgeson Universal Steering U-Joints","borgeson-universal-steering-u-joints-2","https://allamericanmuscle.co.za/product/borgeson-universal-steering-u-joints-2/","simple","9536.34","9536.34","9536.34","no","no","0","Chassis & Suspension","chassis-suspension","","Borgeson steering universal joint — routes the steering shaft through an angle without slop.","The Borgeson Universal Steering U-Joints from All American Muscle. Borgeson steering universal joints let you route the steering shaft through an angle between the column and the steering box or rack, with the precision and strength Borgeson is known for in hot rod and muscle car steering. Genuine All American Muscle quality, in stock and ready to ship. Part No: BRG-114925"
"2818","KD-6011","SPARCO Tow Strap","sparco-tow-strap","https://allamericanmuscle.co.za/product/sparco-tow-strap/","simple","350.00","350.00","350.00","no","yes","1","Trailer/Towing/Winches","trailer-towing-winches","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/cca1a66d-b26f-4039-91b0-0c5f4c070f4a.webp","SPARCO Tow Strap. Shop the SPARCO Tow Strap at All American Muscle. A quality piece for classic American muscle-car and hot-rod builds.A reliable All Amer…","Shop the SPARCO Tow Strap at All American Muscle. A quality piece for classic American muscle-car and hot-rod builds. A reliable All American Muscle choice for your American muscle or hot-rod project. Part No: KD-6011"
"2819","CR-15-751","Canton Racing 15-751 Oil Pump Pickup Big Block For","canton-racing-15-751-oil-pump-pickup-big-block-for","https://allamericanmuscle.co.za/product/canton-racing-15-751-oil-pump-pickup-big-block-for/","simple","1302.84","1302.84","1302.84","no","yes","1","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/98093ef5-9d1d-4284-9cd1-308835113a33.webp","Canton Racing 15-751 Oil Pump Pickup Big Block For. Upgrade with the Canton Racing 15-751 Oil Pump Pickup Big Block For. Keeps the lubrication system work…","Upgrade with the Canton Racing 15-751 Oil Pump Pickup Big Block For. Keeps the lubrication system working reliably to protect the engine’s moving parts. All American Muscle performance you can count on, shipped fast across South Africa. Part No: CR-15-751"
"2820","PK 49-1006","Speedmaster SBF Intake Manifold Gasket","speedmaster-sbf-intake-manifold-gasket","https://allamericanmuscle.co.za/product/speedmaster-sbf-intake-manifold-gasket/","simple","350.00","350.00","350.00","no","no","0","Gaskets & Seals","gaskets-seals","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/4616e515-d701-4100-a5e2-26203fbd38bb.webp","Speedmaster SBF Intake Manifold Gasket – fits Ford Small Block (Windsor). Speedmaster intake manifold gasket set for the Ford Small Block Windsor. Seals t…","Speedmaster intake manifold gasket set for the Ford Small Block Windsor. Seals the intake manifold to the cylinder heads and resists heat and fluids for a dependable seal. Application: Ford Small Block Windsor Intake manifold gasket set Speedmaster quality"
"2821","PS35MR04","Rear View Mirror Parking Kit, 4.3″ TFT Mirror","rear-view-mirror-parking-kit-4-3-tft-mirror","https://allamericanmuscle.co.za/product/rear-view-mirror-parking-kit-4-3-tft-mirror/","simple","3900.06","3900.06","3900.06","no","no","0","Interior & Accessories","interior-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/bb190681-e481-42e5-9934-4b80498c7bd5.webp","Rear View Mirror Parking Kit, 4.3″ TFT Mirror. The Rear View Mirror Parking Kit, 4.3″ TFT Mirror from All American Muscle. A quality interior/electrical c…","The Rear View Mirror Parking Kit, 4.3″ TFT Mirror from All American Muscle. A quality interior/electrical component to finish your build. Backed by All American Muscle and ideal for street and performance use. Part No: PS35MR04"
"2822","37968","United Pacific LED Aux Light","united-pacific-led-aux-light","https://allamericanmuscle.co.za/product/united-pacific-led-aux-light/","simple","461.41","461.41","461.41","no","no","0","Lights & Lighting","lights-lighting","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/386da7af-6396-464e-a202-3ac9ec76c0cc.webp","United Pacific LED Aux Light. Fit your build with the United Pacific LED Aux Light. Bright, reliable lighting with a clean, period-correct look.A reliable…","Fit your build with the United Pacific LED Aux Light. Bright, reliable lighting with a clean, period-correct look. A reliable All American Muscle choice for your American muscle or hot-rod project. Part No: 37968"
"2823","KD-1610","Kyostar Radiator Cap – Aluminum","kyostar-radiator-cap-aluminum","https://allamericanmuscle.co.za/product/kyostar-radiator-cap-aluminum/","simple","204.45","204.45","204.45","no","yes","1","Cooling & Heating","cooling-heating","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/KD1610.webp","Durable and lightweight Kyostar Radiator Cap. Aluminum construction for reliable cooling system sealing","Looking for a reliable and lightweight radiator cap for your vehicle in South Africa? The Kyostar Radiator Cap is constructed from durable aluminum, providing a secure seal for your cooling system. This cap helps maintain optimal pressure and prevents coolant leaks, ensuring your engine stays cool under demanding conditions. Ideal for South African automotive enthusiasts who value quality and reliability. As a trusted supplier in Alberton, Gauteng, we provide top-tier cooling system components to enhance your vehicle’s performance. Why choose the Kyostar Radiator Cap? Durable Aluminum Construction: Provides a secure and long-lasting seal. Lightweight Design: Reduces unnecessary weight. Reliable Cooling System Seal: Prevents coolant leaks and maintains pressure. Easy Installation: Simplifies the replacement process. Trusted Brand: Kyostar is known for quality automotive accessories. Nationwide Shipping: We deliver cooling system components across South Africa. Local Expertise: We understand the needs of South African performance enthusiasts. Specifications: Type: Radiator Cap Material: Aluminum Ensure reliable cooling system performance with the Kyostar Radiator Cap , designed for durability and lightweight sealing on South African roads. Frequently Asked Questions: What are the benefits of using an aluminum radiator cap? Durable, lightweight, and reliable sealing. Is installation easy? Yes, radiator caps are designed for easy installation. Does it come with all necessary hard"
"2824","Z-156","GUD Oil filter Z156 For Opel & Isuzu","gud-oil-filter-z156-for-opel-isuzu","https://allamericanmuscle.co.za/product/gud-oil-filter-z156-for-opel-isuzu/","simple","150.00","150.00","150.00","no","yes","1","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/3be62b9f-f740-4b77-b24b-9f5405240990.webp","GUD Oil filter Z156 For Opel & Isuzu. GUD spin-on oil filter, part Z156. Quality filtration media protects the engine by trapping contaminants while maint…","GUD spin-on oil filter, part Z156. Quality filtration media protects the engine by trapping contaminants while maintaining oil flow. Fits various Opel and Isuzu applications. GUD Z156 spin-on oil filter Fits select Opel and Isuzu engines OE-quality filtration"
"2825","Z-297","GUD Oil Filter Z297","gud-oil-filter-z297","https://allamericanmuscle.co.za/product/gud-oil-filter-z297/","simple","85.18","85.18","85.18","no","yes","1","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/46c6b5e4-b538-4472-90a2-d1ba055b3299.webp","GUD Oil Filter Z297. GUD spin-on oil filter, part Z297. Reliable filtration media keeps engine oil clean for long service life. Please confirm fitment by…","GUD spin-on oil filter, part Z297. Reliable filtration media keeps engine oil clean for long service life. Please confirm fitment by application. GUD Z297 spin-on oil filter OE-quality filtration media Verify fitment for your vehicle"
"2826","20-854","Canton Racing Braided Engine Dipstick SS","canton-racing-braided-engine-dipstick-ss","https://allamericanmuscle.co.za/product/canton-racing-braided-engine-dipstick-ss/","simple","1737.11","1737.11","1737.11","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/20-854.webp","Durable Canton Racing stainless steel braided engine dipstick with a billet aluminium handle for improved reliability and style.","Upgrade your engine bay with the durable and stylish Canton Racing Braided Engine Dipstick Stainless Steel, available across South Africa. This high-quality dipstick from Canton Racing Products offers a significant improvement over flimsy stock dipsticks. The stainless steel braided hose resists heat and corrosion, while the billet aluminium handle adds a touch of performance and makes checking your oil level easier and more reliable. Choose the correct dipstick for your specific engine application in SA for a long-lasting and attractive upgrade. Key Features: Canton Racing Quality: From a trusted name in performance oiling systems. Stainless Steel Braided Hose: Resists heat, corrosion, and kinking. Billet Aluminium Handle: Provides a secure grip and a stylish look. Improved Reliability: Easier and more accurate oil level readings. Durable Construction: Built to withstand engine bay conditions. Various Applications: Available for a wide range of engine makes and models. Nationwide Delivery Across South Africa: We ship engine accessories nationwide. Expert Support Available: Our team can help you select the right dipstick for your engine. Why Choose the Canton Racing Braided Engine Dipstick Stainless Steel in South Africa? For performance enthusiasts and those looking for a durable and stylish upgrade to their engine bay in South Africa, the Canton Racing stainless steel braided dipstick is an excellent choice. Specifications: Brand: Canton Racing Products Material: Stainless "
"2827","SCE-4219","SCE Gaskets LS Exhaust Pro Copper Embossed Exhaust","sce-gaskets-ls-exhaust-pro-copper-embossed-exhaust","https://allamericanmuscle.co.za/product/sce-gaskets-ls-exhaust-pro-copper-embossed-exhaust/","simple","1887.97","1887.97","1887.97","no","yes","1","Exhaust","exhaust","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/89650cd8-2526-4a5a-b1db-bbcc66052385.webp","SCE Gaskets LS Exhaust Pro Copper Embossed Exhaust – fits GM LS. Fit your build with the SCE Gaskets LS Exhaust Pro Copper Embossed Exhaust. Improves exha…","Fit your build with the SCE Gaskets LS Exhaust Pro Copper Embossed Exhaust. Improves exhaust flow for better performance and a great sound. Engineered to fit GM LS applications. All American Muscle performance you can count on, shipped fast across South Africa. Application: GM LS Part No: SCE-4219"
"2830","MMR-PS-315","Mastodon Park Distance Kit, LED Display","mastodon-park-distance-kit-led-display","https://allamericanmuscle.co.za/product/mastodon-park-distance-kit-led-display/","simple","1284.17","1284.17","1284.17","no","no","0","Ignitions & Electrical","ignitions-electrical","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/11170002_L1600_72fdb9a7-2206-49db-b103-56e4c2c7d50d.webp","Reverse parking sensor kit with LED distance display and audible alert.","Park Distance Kit, LED Display. A reverse parking sensor kit with an LED display — the sensors mount in the rear bumper and the display warns you, with a distance readout and audible alert, as you close on an obstacle behind the car. A reliable Mastodon choice for your American muscle or hot-rod project. Brand: Mastodon Part No: MMR-PS-315"
"2831","ALT-4456","12v 124a SBC Alternator Late Model 4 Pin","12v-124a-sbc-alternator-late-model-4-pin","https://allamericanmuscle.co.za/product/12v-124a-sbc-alternator-late-model-4-pin/","simple","3466.35","3466.35","3466.35","no","yes","2","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/2557294_L1600_c0363542-0a4c-483d-be7f-06a8098fb1a4.webp","12v 124a SBC Alternator Late Model 4 Pin – fits Small Block Chevy. The 12v 124a SBC Alternator Late Model 4 Pin from All American Muscle. Reliable chargin…","The 12v 124a SBC Alternator Late Model 4 Pin from All American Muscle. Reliable charging output to keep the battery and electrics powered. Engineered to fit Small Block Chevy applications. All American Muscle performance you can count on, shipped fast across South Africa. Application: Small Block Chevy Part No: ALT-4456"
"2832","Z-280","GUD Oil Filter Z280","gud-oil-filter-z280","https://allamericanmuscle.co.za/product/gud-oil-filter-z280/","simple","85.18","85.18","85.18","no","yes","2","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/63f77964-2be4-485e-b41b-a25f55f24045.webp","GUD Oil Filter Z280. Fit your build with the GUD Oil Filter Z280. A quality driveline/transmission component for smooth, reliable operation.Genuine All Am…","Fit your build with the GUD Oil Filter Z280. A quality driveline/transmission component for smooth, reliable operation. Genuine All American Muscle quality, in stock and ready to ship. Part No: Z-280"
"2833","BRG-014949","Borgeson Universal Steering U-Joints","borgeson-universal-steering-u-joints","https://allamericanmuscle.co.za/product/borgeson-universal-steering-u-joints/","simple","7835.33","7835.33","7835.33","no","yes","2","Chassis & Suspension","chassis-suspension","","Borgeson steering universal joint — routes the steering shaft through an angle without slop.","Shop the Borgeson Universal Steering U-Joints at All American Muscle. Borgeson steering universal joints let you route the steering shaft through an angle between the column and the steering box or rack, with the precision and strength Borgeson is known for in hot rod and muscle car steering. Backed by All American Muscle and ideal for street and performance use. Part No: BRG-014949"
"2834","ALT-211130W","12V 105A Chevy Lumina","12v-105a-chevy-lumina","https://allamericanmuscle.co.za/product/12v-105a-chevy-lumina/","simple","4500.00","4500.00","4500.00","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/3eaeb186-2c00-4f86-a9b9-35136a95dfbc.webp","12V 105A Chevy Lumina – fits GM / Chevrolet. Upgrade with the 12V 105A Chevy Lumina. A quality piece for classic American muscle-car and hot-rod builds.En…","Upgrade with the 12V 105A Chevy Lumina. A quality piece for classic American muscle-car and hot-rod builds. Engineered to fit GM / Chevrolet applications. A reliable All American Muscle choice for your American muscle or hot-rod project. Application: GM / Chevrolet Part No: ALT-211130W"
"2836","MMR-12371044","Mastodon Chevrolet Performance Hydraulic Flat Tappet Lifters","mastodon-chevrolet-performance-hydraulic-flat-tappet-lifters","https://allamericanmuscle.co.za/product/mastodon-chevrolet-performance-hydraulic-flat-tappet-lifters/","simple","9605.33","9605.33","9605.33","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/7da30703-9a15-4af3-8b3f-d077ad351ad5.webp","Chevrolet Performance Hydraulic Flat Tappet Lifters – fits GM / Chevrolet. The Chevrolet Performance Hydraulic Flat Tappet Lifters from All American Muscl…","The Chevrolet Performance Hydraulic Flat Tappet Lifters from All American Muscle. A quality valvetrain component built for dependable, high-rpm performance. Engineered to fit GM / Chevrolet applications. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Application: GM / Chevrolet Part No: MMR-12371044"
"2837","PK-NWA11587B","Depo Racing Speedometer, 115mm, LED, 0-300 kmh","depo-racing-speedometer-115mm-led-0-300-kmh","https://allamericanmuscle.co.za/product/depo-racing-speedometer-115mm-led-0-300-kmh/","simple","5534.66","5534.66","5534.66","no","yes","","Gauges & Accessories","gauges-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/dfb9b745-c4c0-45bb-ab20-b06299ed7e4e.webp","115mm Depo racing speedometer, 0–300 km/h, with LED illumination.","Fit your build with the Depo Racing Speedometer, 115mm, LED, 0–300 km/h. A large 115mm racing speedometer reading to 300 km/h, with LED illumination for a clear, bright display day or night. Backed by All American Muscle and ideal for street and performance use. Part No: PK-NWA11587B"
"2838","PK-NWA11593B","Depo Racing Tachometer, 115mm, LED, 0-10 000 rpm","depo-racing-tachometer-115mm-led-0-10-000-rpm","https://allamericanmuscle.co.za/product/depo-racing-tachometer-115mm-led-0-10-000-rpm/","simple","5366.46","5366.46","5366.46","no","no","0","Gauges & Accessories","gauges-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/6c80ded5-fec1-48ea-a782-18e99d53b216.webp","115mm Depo racing tachometer, 0–10 000 rpm, with LED illumination.","Shop the Depo Racing Tachometer, 115mm, LED, 0–10 000 rpm at All American Muscle. A large 115mm racing tachometer reading to 10 000 rpm, with LED illumination for a clear, bright display day or night. A reliable All American Muscle choice for your American muscle or hot-rod project. Part No: PK-NWA11593B"
"2840","ASF-52","Motorcraft Autolite Spark Plugs","motorcraft-autolite-spark-plugs","https://allamericanmuscle.co.za/product/motorcraft-autolite-spark-plugs/","simple","70.99","70.99","70.99","no","yes","1","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/fc298f0e-7876-4fab-993e-935159070213.webp","Motorcraft Autolite Spark Plugs. Motorcraft Autolite Spark Plugs. A quality piece for classic American muscle-car and hot-rod builds.Genuine All American…","Motorcraft Autolite Spark Plugs. A quality piece for classic American muscle-car and hot-rod builds. Genuine All American Muscle quality, in stock and ready to ship. Part No: ASF-52"
"2841","ALT-2654","12v 100a SBC Alternator Late Model 4 Pin","12v-100a-sbc-alternator-late-model-4-pin-2","https://allamericanmuscle.co.za/product/12v-100a-sbc-alternator-late-model-4-pin-2/","simple","3466.33","3466.33","3466.33","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/0c942ea2-b97a-4b85-9e69-6b9175ddfebf.webp","12v 100a SBC Alternator Late Model 4 Pin – fits Small Block Chevy. The 12v 100a SBC Alternator Late Model 4 Pin from All American Muscle. Reliable chargin…","The 12v 100a SBC Alternator Late Model 4 Pin from All American Muscle. Reliable charging output to keep the battery and electrics powered. Engineered to fit Small Block Chevy applications. Backed by All American Muscle and ideal for street and performance use. Application: Small Block Chevy Part No: ALT-2654"
"2842","KD-7115","Akrapovic Exhaust Muffler Tip, Carbon Fiber, Round End","akrapovic-exhaust-muffler-tip-carbon-fiber-round-end","https://allamericanmuscle.co.za/product/akrapovic-exhaust-muffler-tip-carbon-fiber-round-end/","simple","1450.45","1450.45","1450.45","no","yes","","Exhaust","exhaust","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/1e2a8d4c-05e0-4207-a279-a93fad492d81.webp","Akrapovic Exhaust Muffler Tip, Carbon Fiber, Round End. Fit your build with the Akrapovic Exhaust Muffler Tip, Carbon Fiber, Round End. Improves exhaust f…","Fit your build with the Akrapovic Exhaust Muffler Tip, Carbon Fiber, Round End. Improves exhaust flow for better performance and a great sound. A reliable All American Muscle choice for your American muscle or hot-rod project. Part No: KD-7115"
"2844","CA-6370","Mastodon Tubular Control Arm Kit GM 63-70 C10 GMC Truck","mastodon-tubular-control-arm-kit-gm-63-70-c10-gmc-truck","https://allamericanmuscle.co.za/product/mastodon-tubular-control-arm-kit-gm-63-70-c10-gmc-truck/","simple","18070.00","18070.00","18070.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/4e99cab2-d173-44d1-ba00-cf134230225d.webp","","Heavy-duty tubular upper and lower control arm kit for 1963–1970 Chevrolet C10 and GMC C15 trucks. Direct bolt-in replacement for the factory stamped arms — adds front-end strength, sharpens steering response, and corrects the camber/ball-joint angle problems that show up the moment a drop spindle or lowered coil goes in. Built from large-diameter DOM tubing with greaseable bushings and stock-style ball joints. Includes an extra 2 degrees of caster for straight-line stability and the road feel a worn-out factory front end can’t deliver. Specifications: Fitment: 1963–1970 Chevy C10 / GMC C15 trucks (2WD) Material: DOM tubing — uppers ~1-1/8″ OD, lowers ~1-5/8″ OD Caster: +2° built in Includes: Upper and lower control arms (set of 4), ball joints, bushings, hardware Install: Bolt-in, no modifications"
"2845","CA-7387","Mastodon Tubular Control Arm Kit GM 73-87 C10 GMC Truck","mastodon-tubular-control-arm-kit-gm-73-87-c10-gmc-truck","https://allamericanmuscle.co.za/product/mastodon-tubular-control-arm-kit-gm-73-87-c10-gmc-truck/","simple","16800.00","16800.00","16800.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/4e99cab2-d173-44d1-ba00-cf134230225d.webp","","Performance tubular upper and lower control arm kit for 1973–1987 Chevrolet C10 and GMC C15 squarebody trucks. A bolt-in upgrade engineered for the platform that ditches the deflection of factory stamped arms and lets you run drop spindles or air-bag suspension without geometry headaches. Constructed from 1.250″ 1020 DOM tubing with .250″-thick 1018 steel ball-joint plates for a no-deflection design. Built-in caster correction (+2°) keeps the truck tracking straight on the highway. Specifications: Fitment: 1973–1987 Chevy C10 / GMC C15 squarebody (all model years) Material: 1.250″ 1020 DOM tubing, .250″ 1018 steel ball-joint plates Caster: +2° built in Includes: Upper and lower control arms (set of 4), ball joints, bushings, hardware Compatible with: Stock springs, lowering coils, drop spindles, air-bag setups"
"2846","MMR-CA-5864","Mastodon Tubular Control Arm Kit GM 58-64 Full Size Cars","mastodon-tubular-control-arm-kit-gm-58-64-full-size-cars","https://allamericanmuscle.co.za/product/mastodon-tubular-control-arm-kit-gm-58-64-full-size-cars/","simple","15635.57","15635.57","15635.57","no","no","0","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/CA-5864.webp","Mastodon Tubular Control Arm Kit, GM, 58-64 Full S","Upgrade tubular upper and lower control arms for 1958–1964 GM full-size cars (Impala, Bel Air, Biscayne). Transforms the wandering, vague road feel of the factory stamped front end into a tight, modern setup with predictable handling and the caster angle a 21st-century chassis actually wants. Uppers are made from 1-1/4″ x .120″ wall DOM tubing, lowers from 1-1/2″ x .120″ wall DOM with thick 1-1/2″ pivot barrels. Lower arms are engineered to accept stock coil springs, coilovers, or air-bag shocks for maximum build flexibility. Built-in +5° additional caster for high-speed stability and reduced tire wear. Specifications: Fitment: 1958–1964 Chevrolet Impala / Bel Air / Biscayne (full-size) Caster: +5° built in Spring options: Stock coils, coilovers, or air-bag shocks Includes: Upper and lower arms (set of 4), Deltalum bushings, billet cross-shafts, ball joints, urethane bump stops"
"2847","CA-6872","Mastodon Tubular Control Arm Kit GM A-Body 1968-72 Chevelle GTO","mastodon-tubular-control-arm-kit-gm-a-body-1968-72-chevelle-gto","https://allamericanmuscle.co.za/product/mastodon-tubular-control-arm-kit-gm-a-body-1968-72-chevelle-gto/","simple","15890.00","15890.00","15890.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/CA-6872.webp","","Tubular upper and lower control arms for the GM A-body platform — fits Chevelle, El Camino, GTO, Cutlass, Skylark, 442, Tempest, and LeMans from 1968–1972. The single most-bolted-on upgrade for this platform: stronger than factory stamped arms, less deflection, and the geometry corrections needed once you start running modern tires and lowered ride height. Uppers run 1.125″ OD x .125″ wall DOM tubing, lowers 1.625″ OD x .156″ wall DOM, with greaseable bushings throughout. Built-in +4° positive caster on the uppers gives the modern tire footprint your factory arms can’t. Specifications: Fitment: 1968–1972 GM A-body — Chevelle, El Camino, GTO, Cutlass, Skylark, 442, Tempest, LeMans, Monte Carlo Material: DOM steel tubing, greaseable bushings Caster: +4° built in (uppers) Includes: Upper and lower arms (set of 4), ball joints, bushings, hardware Install: Direct bolt-in, no modifications"
"2848","CA-6570","Mastodon Tubular Control Arm Kit GM 65-70 Full Size Cars","mastodon-tubular-control-arm-kit-gm-65-70-full-size-cars","https://allamericanmuscle.co.za/product/mastodon-tubular-control-arm-kit-gm-65-70-full-size-cars/","simple","14980.00","14980.00","14980.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/CA-6570-1.webp","","Performance tubular upper and lower control arms for 1965–1970 GM full-size cars (Impala, Caprice, Biscayne, Bel Air, B-body). Built from large-diameter DOM tubing with greaseable bushings, these arms eliminate the camber problems that show up the moment a drop spindle or lowered coil goes in, and give you the caster correction needed for modern tires. The unique geometric shape provides a distinctive caster-coupled camber curve that reduces factory bump steer and the vague straight-line feel of a 60-year-old chassis. Built-in +5° caster sharpens steering response and improves high-speed stability. Specifications: Fitment: 1965–1970 GM B-body — Impala, Caprice, Biscayne, Bel Air Material: Large-diameter DOM tubing, greaseable bushings Caster: +5° built in Includes: Upper and lower arms (set of 4), ball joints, bushings, hardware Compatible with: Stock coils, coilovers, drop spindles"
"2851","CM-CT5559","Mastodon Chevy Truck 1955-59, Mustang 2 Conversion Crossmember","mastodon-chevy-truck-1955-59-mustang-2-conversion-crossmember","https://allamericanmuscle.co.za/product/mastodon-chevy-truck-1955-59-mustang-2-conversion-crossmember/","simple","9540.00","9540.00","9540.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/CM-CT5559.webp","","Mustang II IFS conversion crossmember for 1955–1959 Chevrolet trucks (1/2 ton). Replaces the original beam-axle front end with a modern independent front suspension — improving steering response, suspension travel, and handling, and dropping the truck 3–4″ in the process for an aggressive stance. Weld-in design built from 3/16″ steel with application-specific spring towers pre-welded for accurate, repeatable installation. Professional welding is recommended. Specifications: Fitment: 1955–1959 Chevrolet 1/2-ton pickup trucks Suspension type: Mustang II IFS conversion Material: 3/16″ steel, weld-in Drop: 3–4″ lower than stock Includes: Crossmember with pre-welded spring towers and mounting brackets Order matching Mustang II control arms, spindles, springs, shocks, sway bar, and rack-and-pinion to complete the conversion."
"2852","FLK-AB6872","Mastodon Tubular Rear Suspension Kit GM A-Body 68-72 Chevelle GTO","mastodon-tubular-rear-suspension-kit-gm-a-body-68-72-chevelle-gto","https://allamericanmuscle.co.za/product/mastodon-tubular-rear-suspension-kit-gm-a-body-68-72-chevelle-gto/","simple","7360.00","7360.00","7360.00","no","no","0","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/FLK-DW-0269.webp","","Rear tubular trailing arm upgrade kit for 1968–1972 GM A-body vehicles. Replaces the factory stamped-steel upper and lower trailing arms with TIG-welded tubular arms that positively locate and control the rear axle — the standard fix for the wallowing axle wind-up that limits these chassis under hard launches and corner exits. Constructed from .120″ wall steel tubing with greaseable polyurethane bushings. No welding or modifications required — direct bolt-in. Specifications: Fitment: 1968–1972 GM A-body (Chevelle, El Camino, GTO, Skylark, Cutlass, 442) Material: .120″ wall TIG-welded steel tubing Bushings: Greaseable polyurethane Includes: Upper and lower trailing arms, hardware Install: Bolt-in, no welding required"
"2853","SP-6370","Mastodon Drop Spindles 2.5″ GM 63-70 Truck","mastodon-drop-spindles-2-5-gm-63-70-truck","https://allamericanmuscle.co.za/product/mastodon-drop-spindles-2-5-gm-63-70-truck/","simple","5720.00","5720.00","5720.00","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/04/SP-20207.webp","","2.5″ drop spindles for 1963–1970 GM C10 / GMC trucks (2WD). Direct bolt-on lowering without compromising suspension geometry — drops the front 2.5″ while accommodating disc brake conversion at the same time. Built from premium ductile iron with 4140 chromoly CNC-machined axle pins. Designed to accept factory ball joints and tie rod ends for a clean, no-surprises install. Specifications: Fitment: 1963–1970 Chevy C10 / GMC C15 (2WD only — pickup, panel, Suburban) Drop: 2.5″ front-end lowering Material: Ductile iron with 4140 chromoly axle pins Brake compatibility: Works with 1971–1987 1-1/4″ thick rotors and calipers (disc brakes required) Ball joints / tie rods: Uses factory components Note: requires conversion to disc brakes — original drum brake hardware will not fit. Sold as a pair."
